FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
8/3/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3413,PDX,"Portland, OR",BUR,"Burbank, CA",920,915,-5,11,926,1124,9,1135,1133,-2,0,,0,135,138,118,817,,,,,
1/10/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2936,SRQ,"Sarasota/Bradenton, FL",ATL,"Atlanta, GA",1809,1806,-3,11,1817,1929,15,1955,1944,-11,0,,0,106,98,72,444,,,,,
2/13/2020,JetBlue Airways,JetBlue Airways: B6,B6,20409,869,BOS,"Boston, MA",FLL,"Fort Lauderdale, FL",1150,1217,27,21,1238,1553,4,1526,1557,31,0,,0,216,220,195,1237,13,0,4,0,14
4/21/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4282,SLC,"Salt Lake City, UT",SGU,"St. George, UT",1728,1728,0,13,1741,1821,2,1836,1823,-13,0,,0,68,55,40,272,,,,,
8/22/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2335,ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX",605,600,-5,19,619,838,12,858,850,-8,0,,0,113,110,79,569,,,,,
2/12/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2827,SLC,"Salt Lake City, UT",MCO,"Orlando, FL",640,640,0,29,709,1256,12,1300,1308,8,0,,0,260,268,227,1931,,,,,
10/7/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1011,ORD,"Chicago, IL",LAS,"Las Vegas, NV",1915,1955,40,32,2027,2151,6,2119,2157,38,0,,0,244,242,204,1514,38,0,0,0,0
1/24/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5652,LAN,"Lansing, MI",DCA,"Washington, DC",1934,1918,-16,12,1930,2053,6,2114,2059,-15,0,,0,100,101,83,479,,,,,
11/19/2020,Republic Airline,Republic Airline: YX,YX,20452,4845,ATL,"Atlanta, GA",CLT,"Charlotte, NC",908,902,-6,20,922,1004,14,1028,1018,-10,0,,0,80,76,42,226,,,,,
6/16/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3818,VLD,"Valdosta, GA",ATL,"Atlanta, GA",610,609,-1,10,619,658,8,725,706,-19,0,,0,75,57,39,208,,,,,
4/17/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1596,SLC,"Salt Lake City, UT",DEN,"Denver, CO",2105,2103,-2,14,2117,2211,11,2229,2222,-7,0,,0,84,79,54,391,,,,,
9/25/2021,Republic Airline,Republic Airline: YX,YX,20452,3486,IND,"Indianapolis, IN",ORD,"Chicago, IL",600,603,3,16,619,559,6,611,605,-6,0,,0,71,62,40,177,,,,,
7/29/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2858,DFW,"Dallas/Fort Worth, TX",PNS,"Pensacola, FL",1515,1624,69,15,1639,1801,3,1707,1804,57,0,,0,112,100,82,604,0,0,0,0,57
6/22/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1522,STL,"St. Louis, MO",MDW,"Chicago, IL",2015,2025,10,10,2035,2119,6,2125,2125,0,0,,0,70,60,44,251,,,,,
3/29/2022,Republic Airline,Republic Airline: YX,YX,20452,3505,EWR,"Newark, NJ",CMH,"Columbus, OH",1041,1038,-3,33,1111,1236,3,1228,1239,11,0,,0,107,121,85,463,,,,,
1/4/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5106,CLT,"Charlotte, NC",AVP,"Scranton/Wilkes-Barre, PA",914,924,10,28,952,1101,6,1053,1107,14,0,,0,99,103,69,509,,,,,
9/14/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3752,SLC,"Salt Lake City, UT",IDA,"Idaho Falls, ID",1710,1701,-9,16,1717,1757,6,1817,1803,-14,0,,0,67,62,40,188,,,,,
9/8/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2975,DEN,"Denver, CO",SEA,"Seattle, WA",2045,2148,63,12,2200,2316,10,2245,2326,41,0,,0,180,158,136,1024,41,0,0,0,0
2/23/2022,Republic Airline,Republic Airline: YX,YX,20452,3612,CHS,"Charleston, SC",EWR,"Newark, NJ",1100,1053,-7,22,1115,1247,6,1311,1253,-18,0,,0,131,120,92,628,,,,,
4/11/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1833,MSY,"New Orleans, LA",STL,"St. Louis, MO",1745,1743,-2,10,1753,1913,3,1925,1916,-9,0,,0,100,93,80,604,,,,,
2/5/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1953,SNA,"Santa Ana, CA",DFW,"Dallas/Fort Worth, TX",1452,1448,-4,8,1456,1923,8,1950,1931,-19,0,,0,178,163,147,1205,,,,,
7/26/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,978,AUS,"Austin, TX",LAX,"Los Angeles, CA",1715,1808,53,13,1821,1853,6,1820,1859,39,0,,0,185,171,152,1242,8,0,0,0,31
6/10/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2350,ATL,"Atlanta, GA",CLT,"Charlotte, NC",1052,1048,-4,14,1102,1146,12,1201,1158,-3,0,,0,69,70,44,226,,,,,
1/27/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3988,BHM,"Birmingham, AL",LGA,"New York, NY",1106,1104,-2,10,1114,1406,7,1431,1413,-18,0,,0,145,129,112,866,,,,,
7/5/2022,Republic Airline,Republic Airline: YX,YX,20452,4571,LGA,"New York, NY",ATL,"Atlanta, GA",729,724,-5,17,741,937,11,1001,948,-13,0,,0,152,144,116,762,,,,,
5/17/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,875,MSY,"New Orleans, LA",ATL,"Atlanta, GA",530,528,-2,16,544,743,4,757,747,-10,0,,0,87,79,59,425,,,,,
10/4/2019,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,866,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",1245,1700,255,14,1714,114,8,2120,122,242,0,,0,335,322,300,2556,0,0,0,0,242
8/31/2023,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2479,IAH,"Houston, TX",PHX,"Phoenix, AZ",1654,1651,-3,14,1705,1717,9,1747,1726,-21,0,,0,173,155,132,1009,,,,,
